Symbol	POL_number_unique_variants	POL_SNP_cum_AF	POL_SNP_cum_AC	POL_SNP_cum_AN	gnomAD_NFE_number_unique_variants	gnomAD_NFE_SNP_cum_AF	gnomAD_NFE_SNP_cum_AN	gnomAD_NFE_SNP_cum_AC	cum_AF_fold_change	fisher_p	fisher_p_corr	fisher_q
SCP2	1	0.00139405	3	2152	2	0.0001703472	64598	11	3.03273216773497	0.00933038993345287	17.513141905091	0.296832913645611
SCYL1	0	0	0	2152	4	0.0000929369	64598	6	-Inf	1	1877	1
SDCCAG8	0	0	0	2152	3	0.0002478231	64598	16	-Inf	1	1877	1
SDHA	0	0	0	2152	12	0.00072786	64598	47	-Inf	0.40711540692607	764.155618800233	1
SDHB	0	0	0	2152	3	0.0001084009	64598	7	-Inf	1	1877	1
SDHD	0	0	0	2152	2	0.0000464554	64598	3	-Inf	1	1877	1
SDR9C7	2	0.000929368	2	2152	4	0.0011619515	64598	75	-0.322227975789662	1	1877	1
SEC23A	0	0	0	2152	2	0.0006038913	64598	39	-Inf	0.637984670785712	1197.49722706478	1
SEC23B	1	0.000464684	1	2152	13	0.0012237268	64598	79	-1.39695963284401	0.524086962322004	983.711228278401	1
SEC24D	0	0	0	2152	2	0.0000619665	64598	4	-Inf	1	1877	1
SECISBP2	0	0	0	2152	1	0.0000464526	64598	3	-Inf	1	1877	1
SELENBP1	0	0	0	2152	1	0.0000464554	64598	3	-Inf	1	1877	1
SELENON	0	0	0	2152	19	0.0013431978	64598	87	-Inf	0.119935107523202	225.118196821051	1
SEMA4A	0	0	0	2152	3	0.0000619479	64598	4	-Inf	1	1877	1
SEPSECS	0	0	0	2152	3	0.0001239239	64598	8	-Inf	1	1877	1
SERAC1	0	0	0	2152	7	0.0002182017	64598	14	-Inf	1	1877	1
SERPINA1	1	0.00232342	5	2152	14	0.0034531365	64598	223	-0.571657393188296	0.569303963904332	1068.58354024843	1
SERPINB7	0	0	0	2152	1	0.0000309818	64598	2	-Inf	1	1877	1
SERPINB8	1	0.000929368	2	2152	2	0.0002942564	64598	19	1.65917617698053	0.145961614274758	273.969949993721	1
SERPINF1	0	0	0	2152	1	0.0000309761	64598	2	-Inf	1	1877	1
SETX	1	0.000464684	1	2152	8	0.0002170172	64598	14	1.09844058082351	0.388362267551723	728.955976194585	1
SFTPB	0	0	0	2152	2	0.0005116159	64598	33	-Inf	0.627114656566696	1177.09421037569	1
SFXN4	0	0	0	2152	2	0.0000309736	64598	2	-Inf	1	1877	1
SGCA	0	0	0	2152	12	0.0012390949	64598	80	-Inf	0.188808750636387	354.394024944499	1
SGCB	2	0.000930233	2	2152	8	0.0005120221	64598	33	0.86138603889235	0.312105754206181	585.822500645002	1
SGCG	0	0	0	2152	8	0.0003100657	64598	20	-Inf	1	1877	1
SGO1	0	0	0	2152	1	0.000263288	64598	17	-Inf	1	1877	1
SGSH	4	0.003717904	8	2152	22	0.0014868346	64598	96	1.32224535237429	0.0194495546583408	36.5068140937057	0.477422906855868
SH3PXD2B	0	0	0	2152	2	0.0000309717	64598	2	-Inf	1	1877	1
SH3TC2	1	0.000929368	2	2152	16	0.0014557545	64598	94	-0.647445202471259	0.77256761414285	1450.10941174613	1
SHMT2	0	0	0	2152	1	0.0000619348	64598	4	-Inf	1	1877	1
SI	0	0	0	2152	5	0.0003726551	64598	24	-Inf	1	1877	1
SIGMAR1	0	0	0	2152	3	0.0001703461	64598	11	-Inf	1	1877	1
SIL1	0	0	0	2152	4	0.0002168013	64598	14	-Inf	1	1877	1
SKIV2L	0	0	0	2152	8	0.0004646196	64598	30	-Inf	1	1877	1
SLC10A2	0	0	0	2152	1	0.0000309943	64598	2	-Inf	1	1877	1
SLC11A2	0	0	0	2152	1	0.0000929454	64598	6	-Inf	1	1877	1
SLC12A1	0	0	0	2152	6	0.0001858823	64598	12	-Inf	1	1877	1
SLC12A3	4	0.001861779	4	2152	57	0.0033632248	64598	217	-0.853163382841087	0.335863051510663	630.414947685515	1
SLC12A6	0	0	0	2152	5	0.0000929328	64598	6	-Inf	1	1877	1
SLC13A5	1	0.000464684	1	2152	4	0.0002168204	64598	14	1.09974946877385	0.388362267551723	728.955976194585	1
SLC17A5	0	0	0	2152	9	0.0008364112	64598	54	-Inf	0.42270061300172	793.409050604229	1
SLC18A2	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
SLC19A1	2	0.002790264	6	2152	5	0.0007281182	64598	47	1.9381570523808	0.00701842035574735	13.1735750077378	0.243955092735885
SLC19A2	0	0	0	2152	1	0.0000154856	64598	1	-Inf	1	1877	1
SLC19A3	0	0	0	2152	7	0.0002013795	64598	13	-Inf	1	1877	1
SLC1A1	0	0	0	2152	1	0.0000928994	64598	6	-Inf	1	1877	1
SLC1A4	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
SLC22A12	0	0	0	2152	2	0.0000311258	64598	2	-Inf	1	1877	1
SLC22A5	2	0.0009298	2	2152	25	0.001920606	64598	124	-1.04656925875429	0.446118532702833	837.364485883217	1
SLC24A1	1	0.000464684	1	2152	7	0.000526627	64598	34	-0.180531518972772	1	1877	1
SLC24A5	0	0	0	2152	1	0.0000309789	64598	2	-Inf	1	1877	1
SLC25A1	0	0	0	2152	4	0.0001394124	64598	9	-Inf	1	1877	1
SLC25A13	1	0.000464684	1	2152	10	0.0002013573	64598	13	1.2064921941829	0.367981919474356	690.702062853366	1
SLC25A15	0	0	0	2152	5	0.0001393917	64598	9	-Inf	1	1877	1
SLC25A19	0	0	0	2152	3	0.0000619589	64598	4	-Inf	1	1877	1
SLC25A20	0	0	0	2152	4	0.000139376	64598	9	-Inf	1	1877	1
SLC25A32	0	0	0	2152	2	0.0002790182	64598	18	-Inf	1	1877	1
SLC25A38	0	0	0	2152	4	0.0004803366	64598	31	-Inf	0.625986160670934	1174.97602357934	1
SLC25A4	0	0	0	2152	1	0.0000464742	64598	3	-Inf	1	1877	1
SLC25A42	0	0	0	2152	1	0.0000155415	64598	1	-Inf	1	1877	1
SLC25A46	1	0.000464684	1	2152	2	0.0000464593	64598	3	3.32221064841907	0.122857997716503	230.604461713877	1
SLC26A2	4	0.005112817	11	2152	7	0.0025259415	64598	163	1.0172971622734	0.0294623946008737	55.30091466584	0.605139176029962
SLC26A3	2	0.003252784	7	2152	12	0.0003872799	64598	25	3.07022649198887	0.0000593994272290092	0.11149272490885	0.00557463624544251
SLC26A4	6	0.005111958	11	2152	43	0.0048638286	64598	314	0.0717835936124166	0.874078603942508	1640.64553960009	1
SLC29A3	0	0	0	2152	5	0.0002787265	64598	18	-Inf	1	1877	1
SLC2A10	0	0	0	2152	8	0.0004026651	64598	26	-Inf	1	1877	1
SLC2A2	0	0	0	2152	3	0.00010848	64598	7	-Inf	1	1877	1
SLC30A9	0	0	0	2152	1	0.0000774329	64598	5	-Inf	1	1877	1
SLC33A1	0	0	0	2152	1	0.0000309713	64598	2	-Inf	1	1877	1
SLC34A1	1	0.000464684	1	2152	9	0.0005886753	64598	38	-0.341222124608879	1	1877	1
SLC34A2	0	0	0	2152	3	0.0000619785	64598	4	-Inf	1	1877	1
SLC34A3	0	0	0	2152	17	0.0025945798	64598	168	-Inf	0.00731825527219928	13.7363651459181	0.245292234748537
SLC35A3	0	0	0	2152	2	0.0000309794	64598	2	-Inf	1	1877	1
SLC35C1	0	0	0	2152	1	0.0000309732	64598	2	-Inf	1	1877	1
SLC35D1	0	0	0	2152	1	0.0000309876	64598	2	-Inf	1	1877	1
SLC37A4	1	0.000929368	2	2152	15	0.0008671622	64598	56	0.099948100506001	0.71119241326273	1334.90815969414	1
SLC38A8	0	0	0	2152	3	0.0000619406	64598	4	-Inf	1	1877	1
SLC39A4	1	0.000464684	1	2152	9	0.0004803287	64598	31	-0.0477720424346654	1	1877	1
SLC39A8	0	0	0	2152	1	0.0000464785	64598	3	-Inf	1	1877	1
SLC3A1	0	0	0	2152	8	0.0038100194	64598	246	-Inf	0.000755700229985544	1.41844933168287	0.0417190979906725
SLC45A1	0	0	0	2152	1	0.0000309713	64598	2	-Inf	1	1877	1
SLC45A2	0	0	0	2152	8	0.0009448297	64598	61	-Inf	0.269118752274867	505.135898019925	1
SLC46A1	0	0	0	2152	3	0.0001393721	64598	9	-Inf	1	1877	1
SLC4A1	0	0	0	2152	3	0.0000464669	64598	3	-Inf	1	1877	1
SLC4A11	1	0.000464684	1	2152	11	0.0004337656	64598	28	0.0993343269387326	0.6134744244413	1151.49149467632	1
SLC52A2	0	0	0	2152	11	0.000526572	64598	34	-Inf	0.628201474768414	1179.13416814031	1
SLC52A3	0	0	0	2152	3	0.0002168295	64598	14	-Inf	1	1877	1
SLC5A1	0	0	0	2152	2	0.0000619416	64598	4	-Inf	1	1877	1
SLC5A5	0	0	0	2152	2	0.0000619598	64598	4	-Inf	1	1877	1
SLC5A6	0	0	0	2152	3	0.0002168426	64598	14	-Inf	1	1877	1
SLC6A19	1	0.000464684	1	2152	7	0.0005119319	64598	33	-0.139701936924652	1	1877	1
SLC7A7	0	0	0	2152	14	0.0003562197	64598	23	-Inf	1	1877	1
SLC9A3	0	0	0	2152	3	0.0000620176	64598	4	-Inf	1	1877	1
SLCO2A1	0	0	0	2152	4	0.0000929555	64598	6	-Inf	1	1877	1
SLITRK6	0	0	0	2152	2	0.0000310299	64598	2	-Inf	1	1877	1
SLURP1	1	0.000929368	2	2152	5	0.0003097866	64598	20	1.5849752299646	0.157295558792206	295.24376385297	1
SLX4	0	0	0	2152	10	0.0002014404	64598	13	-Inf	1	1877	1
SMARCAL1	0	0	0	2152	12	0.0006669935	64598	43	-Inf	0.404930193891774	760.053973934859	1
SMG8	0	0	0	2152	1	0.0000154899	64598	1	-Inf	1	1877	1
SMN1	1	0.00093985	2	2152	0	0	64598	0	Inf	0.00103893085298084	1.95007321104503	0.0534567845921072
SMO	0	0	0	2152	4	0.0001238831	64598	8	-Inf	1	1877	1
SMOC1	0	0	0	2152	2	0.0000619492	64598	4	-Inf	1	1877	1
SMPD1	0	0	0	2152	29	0.0008211332	64598	53	-Inf	0.419693896167895	787.765443107138	1
SMPD4	0	0	0	2152	1	0.0000154895	64598	1	-Inf	1	1877	1
SNAP29	0	0	0	2152	1	0.0000154919	64598	1	-Inf	1	1877	1
SNIP1	1	0.000464684	1	2152	1	0.000201376	64598	13	1.20635821769134	0.367981919474356	690.702062853366	1
SNX10	0	0	0	2152	2	0.0000309804	64598	2	-Inf	1	1877	1
SNX14	0	0	0	2152	6	0.0001859294	64598	12	-Inf	1	1877	1
SOD1	0	0	0	2152	2	0.0000309741	64598	2	-Inf	1	1877	1
SOHLH1	0	0	0	2152	1	0.0000154837	64598	1	-Inf	1	1877	1
SORD	2	0.005111528	11	2152	1	0.000541947	64598	35	3.23753094910215	0.000000179742985738181	0.000337377584230565	0.0000374863982478406
SOST	0	0	0	2152	1	0.0000154895	64598	1	-Inf	1	1877	1
SP110	0	0	0	2152	3	0.0001548944	64598	10	-Inf	1	1877	1
SPAG1	1	0.000464684	1	2152	8	0.0005265757	64598	34	-0.180390975740864	1	1877	1
SPARC	0	0	0	2152	1	0.0000154856	64598	1	-Inf	1	1877	1
SPART	0	0	0	2152	6	0.0001858862	64598	12	-Inf	1	1877	1
SPATA5	0	0	0	2152	17	0.0010221784	64598	66	-Inf	0.278656942216695	523.039080540736	1
SPATA5L1	0	0	0	2152	2	0.001873997	64598	121	-Inf	0.0355933060362711	66.8086354300809	0.642390725289239
SPG11	2	0.000929368	2	2152	41	0.0012080631	64598	78	-0.378373936074414	1	1877	1
SPG21	0	0	0	2152	3	0.0001238931	64598	8	-Inf	1	1877	1
SPINK5	2	0.000929368	2	2152	16	0.0005752596	64598	37	0.692036816311459	0.359511340620875	674.802786345383	1
SPINT2	0	0	0	2152	1	0.000278741	64598	18	-Inf	1	1877	1
SPTA1	1	0.00743494	16	2152	8	0.0088760176	64598	573	-0.255591428447206	0.55838135916069	1048.08181114461	1
SPTBN2	0	0	0	2152	1	0.0000309741	64598	2	-Inf	1	1877	1
SQOR	0	0	0	2152	1	0.0000154828	64598	1	-Inf	1	1877	1
SQSTM1	1	0.000464684	1	2152	8	0.0010065316	64598	65	-1.11507059035645	0.726126988258531	1362.94035696126	1
SRD5A2	0	0	0	2152	14	0.0006815138	64598	44	-Inf	0.404946297025106	760.084199516125	1
SRD5A3	0	0	0	2152	3	0.0001084277	64598	7	-Inf	1	1877	1
SRSF2	0	0	0	2152	1	0.000108547	64598	7	-Inf	1	1877	1
ST14	0	0	0	2152	1	0.0000154861	64598	1	-Inf	1	1877	1
ST3GAL5	1	0.000464684	1	2152	5	0.0001858386	64598	12	1.32219977995221	0.34692280498506	651.174104956957	1
STAC3	0	0	0	2152	3	0.0003097385	64598	20	-Inf	1	1877	1
STAG3	0	0	0	2152	6	0.0001084133	64598	7	-Inf	1	1877	1
STAMBP	0	0	0	2152	4	0.0003252541	64598	21	-Inf	1	1877	1
STAR	0	0	0	2152	9	0.0003251977	64598	21	-Inf	1	1877	1
STAT1	1	0.000464684	1	2152	0	0	64598	0	Inf	0.0322397003745318	60.5139176029962	0.605139176029962
STAT5B	0	0	0	2152	1	0.0000155212	64598	1	-Inf	1	1877	1
STIL	0	0	0	2152	1	0.0000309713	64598	2	-Inf	1	1877	1
STRA6	1	0.000464684	1	2152	5	0.0008056651	64598	52	-0.79393029103423	1	1877	1
STRADA	0	0	0	2152	5	0.0001084263	64598	7	-Inf	1	1877	1
STRC	0	0	0	2152	14	0.0014085044	64598	91	-Inf	0.12456778698816	233.813736176776	1
STUB1	0	0	0	2152	2	0.0000309679	64598	2	-Inf	1	1877	1
SUCLA2	1	0.000464684	1	2152	1	0.0000154866	64598	1	4.90715762278406	0.0634404698960828	119.077761994947	0.908990549579751
SUCLG1	1	0.000464684	1	2152	2	0.0000619434	64598	4	2.90722749270271	0.151138487767055	283.686941538762	1
SUFU	0	0	0	2152	1	0.0000154871	64598	1	-Inf	1	1877	1
SUGCT	0	0	0	2152	1	0.0000309751	64598	2	-Inf	1	1877	1
SULT2B1	0	0	0	2152	1	0.000046477	64598	3	-Inf	1	1877	1
SUMF1	0	0	0	2152	5	0.0001084103	64598	7	-Inf	1	1877	1
SUN5	0	0	0	2152	2	0.0000309756	64598	2	-Inf	1	1877	1
SUOX	0	0	0	2152	5	0.0001548856	64598	10	-Inf	1	1877	1
SURF1	1	0.00185874	4	2152	11	0.0018428156	64598	119	0.0124132646526665	0.801199670116298	1503.85178080829	1
SYCE1	0	0	0	2152	1	0.0000464497	64598	3	-Inf	1	1877	1
SYNE1	1	0.000464684	1	2152	14	0.0003097376	64598	20	0.585203443994504	0.497566813579624	933.932909088954	1
SYNE4	0	0	0	2152	3	0.0001394787	64598	9	-Inf	1	1877	1
SYNJ1	0	0	0	2152	3	0.0000619872	64598	4	-Inf	1	1877	1
SZT2	1	0.000464684	1	2152	12	0.0004182234	64598	27	0.151976186470795	0.600592233972006	1127.31162316545	1
TAC3	0	0	0	2152	2	0.0001548815	64598	10	-Inf	1	1877	1
TACO1	0	0	0	2152	2	0.0000465826	64598	3	-Inf	1	1877	1
TACR3	0	0	0	2152	2	0.0007594881	64598	49	-Inf	0.410180552468868	769.908896984066	1
TAF2	0	0	0	2152	1	0.0000309828	64598	2	-Inf	1	1877	1
TAF6	0	0	0	2152	1	0.0000309876	64598	2	-Inf	1	1877	1
TALDO1	0	0	0	2152	1	0.0000619444	64598	4	-Inf	1	1877	1
TANGO2	0	0	0	2152	1	0.0000154851	64598	1	-Inf	1	1877	1
TAP1	0	0	0	2152	2	0.0001393701	64598	9	-Inf	1	1877	1
TAP2	0	0	0	2152	2	0.0000309731	64598	2	-Inf	1	1877	1
TAPT1	0	0	0	2152	1	0.0000309789	64598	2	-Inf	1	1877	1
TARDBP	0	0	0	2152	3	0.0001858092	64598	12	-Inf	1	1877	1
TARS1	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
TAT	0	0	0	2152	2	0.0000309756	64598	2	-Inf	1	1877	1
TBC1D23	0	0	0	2152	1	0.0000154904	64598	1	-Inf	1	1877	1
TBC1D24	0	0	0	2152	10	0.0003407645	64598	22	-Inf	1	1877	1
TBC1D7	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
TBCD	1	0.000464684	1	2152	6	0.000154887	64598	10	1.58503391012444	0.302677143275063	568.124997927294	1
TBCE	0	0	0	2152	2	0.0000464569	64598	3	-Inf	1	1877	1
TBCK	1	0.000464684	1	2152	8	0.0003565234	64598	23	0.382253201433537	0.54462685666164	1022.2646099539	1
TBX19	0	0	0	2152	4	0.0003716849	64598	24	-Inf	1	1877	1
TBX4	0	0	0	2152	1	0.0000929195	64598	6	-Inf	1	1877	1
TBXAS1	0	0	0	2152	1	0.000123893	64598	8	-Inf	1	1877	1
TCAP	0	0	0	2152	2	0.0000309838	64598	2	-Inf	1	1877	1
TCHH	1	0.00193611	4	2152	6	0.0018636468	64598	120	0.0550324565426128	1	1877	1
TCIRG1	0	0	0	2152	12	0.0006813967	64598	44	-Inf	0.404946297025106	760.084199516125	1
TCN2	0	0	0	2152	3	0.0000929383	64598	6	-Inf	1	1877	1
TCTN1	0	0	0	2152	1	0.0000154909	64598	1	-Inf	1	1877	1
TCTN2	0	0	0	2152	6	0.0001705292	64598	11	-Inf	1	1877	1
TCTN3	0	0	0	2152	2	0.0000464651	64598	3	-Inf	1	1877	1
TDO2	0	0	0	2152	1	0.000015554	64598	1	-Inf	1	1877	1
TDP1	1	0.000929368	2	2152	1	0.0000619559	64598	4	3.90693639036278	0.0142930331018888	26.8280231322454	0.383257473317791
TDP2	0	0	0	2152	2	0.0001084201	64598	7	-Inf	1	1877	1
TDRD9	0	0	0	2152	1	0.0000619521	64598	4	-Inf	1	1877	1
TECPR2	0	0	0	2152	3	0.0000464593	64598	3	-Inf	1	1877	1
TECRL	0	0	0	2152	3	0.0000930637	64598	6	-Inf	1	1877	1
TECTA	0	0	0	2152	12	0.000634936	64598	41	-Inf	0.643566811715534	1207.97490559006	1
TELO2	0	0	0	2152	3	0.0000774492	64598	5	-Inf	1	1877	1
TEX14	1	0.000464684	1	2152	1	0.0000309799	64598	2	3.90684557845338	0.0936357732577362	175.754346404771	1
TEX15	0	0	0	2152	5	0.0018136339	64598	117	-Inf	0.0352065515570912	66.0826972726603	0.641579585171459
TF	1	0.000464684	1	2152	4	0.0000929286	64598	6	2.32205539237622	0.204994629081207	384.774918785425	1
TFG	0	0	0	2152	2	0.0000464698	64598	3	-Inf	1	1877	1
TFR2	0	0	0	2152	9	0.0002632955	64598	17	-Inf	1	1877	1
TG	2	0.000929368	2	2152	10	0.0008983491	64598	58	0.0489737831346909	0.720194958966795	1351.80593798067	1
TGDS	1	0.000464684	1	2152	2	0.0006815483	64598	44	-0.552565930813288	1	1877	1
TGFB1	0	0	0	2152	1	0.0000309761	64598	2	-Inf	1	1877	1
TGM1	2	0.000929368	2	2152	34	0.0019987785	64598	129	-1.1047967288811	0.450573774876953	845.726975444041	1
TGM5	2	0.017193284	37	2152	5	0.0040888476	64598	264	2.07207893615023	0.00000000000452795161313024	0.00000000849896517784545	0.00000000212474129446136
TH	0	0	0	2152	3	0.0002633297	64598	17	-Inf	1	1877	1
THG1L	0	0	0	2152	1	0.0000309693	64598	2	-Inf	1	1877	1
THOC6	0	0	0	2152	4	0.0007123712	64598	46	-Inf	0.406053986886351	762.163333385681	1
THRB	0	0	0	2152	5	0.0000774367	64598	5	-Inf	1	1877	1
TIMM22	1	0.00464684	10	2152	1	0.00695262	64598	449	-0.581306769415767	0.233138021991282	437.600067277636	1
TIMM50	0	0	0	2152	1	0.0000154847	64598	1	-Inf	1	1877	1
TIMMDC1	1	0.000464684	1	2152	3	0.000666062	64598	43	-0.519406505162658	1	1877	1
TJP2	0	0	0	2152	6	0.000172178	64598	11	-Inf	1	1877	1
TK2	0	0	0	2152	12	0.0005420648	64598	35	-Inf	0.629605997875451	1181.77045801222	1
TKT	1	0.000464684	1	2152	1	0.000077421	64598	5	2.58545312354841	0.178507578700088	335.058725220065	1
TLE6	0	0	0	2152	1	0.0000619444	64598	4	-Inf	1	1877	1
TMC1	1	0.000464684	1	2152	8	0.0004647562	64598	30	-0.000224140471138969	1	1877	1
TMC8	1	0.000929368	2	2152	1	0.0000929339	64598	6	3.32197311344724	0.0255606673545733	47.9773726245341	0.545197416187888
TMCO1	0	0	0	2152	2	0.0002170451	64598	14	-Inf	1	1877	1
TMEM107	7	0.024163606	52	2152	28	0.0193774364	64598	1252	0.318458050578473	0.113419797848703	212.888960562015	1
TMEM126A	0	0	0	2152	1	0.0000309761	64598	2	-Inf	1	1877	1
TMEM126B	0	0	0	2152	2	0.0001704089	64598	11	-Inf	1	1877	1
TMEM132E	0	0	0	2152	1	0.000046467	64598	3	-Inf	1	1877	1
TMEM199	1	0.000464684	1	2152	3	0.0001239277	64598	8	1.90675127982809	0.255435346417997	479.45214522658	1
TMEM216	0	0	0	2152	5	0.0002942442	64598	19	-Inf	1	1877	1
TMEM231	0	0	0	2152	3	0.0004337246	64598	28	-Inf	1	1877	1
TMEM237	0	0	0	2152	4	0.0001859058	64598	12	-Inf	1	1877	1
TMEM240	0	0	0	2152	3	0.0001239148	64598	8	-Inf	1	1877	1
TMEM260	0	0	0	2152	4	0.0000929314	64598	6	-Inf	1	1877	1
TMEM67	3	0.001858736	4	2152	21	0.0015185025	64598	98	0.291672592238173	0.573419213435985	1076.30786361934	1
TMEM70	0	0	0	2152	1	0.000185943	64598	12	-Inf	1	1877	1
TMIE	0	0	0	2152	1	0.0000619886	64598	4	-Inf	1	1877	1
TMPRSS15	1	0.000464684	1	2152	3	0.0006041551	64598	39	-0.378668998054983	1	1877	1
TMPRSS3	4	0.003252786	7	2152	12	0.0051879623	64598	335	-0.673492084874073	0.280372785429958	526.259718252032	1
TMPRSS6	0	0	0	2152	6	0.0002643906	64598	17	-Inf	1	1877	1
TMX2	0	0	0	2152	5	0.0001549125	64598	10	-Inf	1	1877	1
TNFRSF10B	1	0.000464684	1	2152	2	0.001177186	64598	76	-1.34102041391632	0.522483160712663	980.700892657668	1
TNFRSF4	0	0	0	2152	1	0.0000309751	64598	2	-Inf	1	1877	1
TNNI3	0	0	0	2152	6	0.0001239518	64598	8	-Inf	1	1877	1
TNXB	0	0	0	2152	4	0.0001548806	64598	10	-Inf	1	1877	1
TOE1	0	0	0	2152	6	0.0002478487	64598	16	-Inf	1	1877	1
TOGARAM1	0	0	0	2152	2	0.0000929253	64598	6	-Inf	1	1877	1
TONSL	0	0	0	2152	6	0.0001084215	64598	7	-Inf	1	1877	1
TOP3A	0	0	0	2152	2	0.0000774435	64598	5	-Inf	1	1877	1
TOR1A	0	0	0	2152	3	0.0001084209	64598	7	-Inf	1	1877	1
TOR1AIP1	0	0	0	2152	3	0.0001858451	64598	12	-Inf	1	1877	1
TP53RK	1	0.000464684	1	2152	1	0.0000309713	64598	2	3.90724612525251	0.0936357732577362	175.754346404771	1
TPI1	0	0	0	2152	2	0.0002632321	64598	17	-Inf	1	1877	1
TPK1	0	0	0	2152	4	0.0000774358	64598	5	-Inf	1	1877	1
TPO	1	0.000464684	1	2152	11	0.0016271536	64598	105	-1.80802856898563	0.26843688107799	503.856025783387	1
TPP1	1	0.00232342	5	2152	18	0.0017505731	64598	113	0.408422664098412	0.435262135618551	816.98702855602	1
TPRKB	0	0	0	2152	2	0.0000464574	64598	3	-Inf	1	1877	1
TPRN	0	0	0	2152	3	0.0002720845	64598	18	-Inf	1	1877	1
TRAF3IP1	0	0	0	2152	2	0.0000774569	64598	5	-Inf	1	1877	1
TRAIP	0	0	0	2152	1	0.000185856	64598	12	-Inf	1	1877	1
TRAPPC11	0	0	0	2152	6	0.0002168232	64598	14	-Inf	1	1877	1
TRAPPC6B	0	0	0	2152	1	0.0000154933	64598	1	-Inf	1	1877	1
TRAPPC9	0	0	0	2152	7	0.0002323022	64598	15	-Inf	1	1877	1
TRDN	1	0.000464684	1	2152	10	0.0006663481	64598	43	-0.520026066748901	1	1877	1
TREM2	0	0	0	2152	1	0.0000464583	64598	3	-Inf	1	1877	1
TRH	1	0.000465116	1	2152	1	0.000202202	64598	13	1.20179330230437	0.367981919474356	690.702062853366	1
TRHR	0	0	0	2152	1	0.0000309655	64598	2	-Inf	1	1877	1
TRIM14	0	0	0	2152	3	0.0000774502	64598	5	-Inf	1	1877	1
TRIM2	0	0	0	2152	1	0.0000464526	64598	3	-Inf	1	1877	1
TRIM37	0	0	0	2152	3	0.0001084109	64598	7	-Inf	1	1877	1
TRIOBP	0	0	0	2152	8	0.0005264103	64598	34	-Inf	0.628201474768414	1179.13416814031	1
TRIP11	0	0	0	2152	4	0.000123909	64598	8	-Inf	1	1877	1
TRIP4	0	0	0	2152	3	0.0001084061	64598	7	-Inf	1	1877	1
TRIT1	0	0	0	2152	2	0.000820854	64598	53	-Inf	0.419693896167895	787.765443107138	1
TRMT1	0	0	0	2152	2	0.000325493	64598	21	-Inf	1	1877	1
TRMT10A	0	0	0	2152	1	0.000278957	64598	18	-Inf	1	1877	1
TRMT10C	1	0.000469043	1	2152	2	0.0002237835	64598	14	1.06761652187973	0.388362267551723	728.955976194585	1
TRMT5	0	0	0	2152	3	0.0001084225	64598	7	-Inf	1	1877	1
TRMU	1	0.00139405	3	2152	10	0.0004957683	64598	32	1.49154437497986	0.102329598770753	192.072656892704	1
TRNT1	0	0	0	2152	15	0.0008831826	64598	57	-Inf	0.265898281129845	499.091073680719	1
TRPM6	0	0	0	2152	1	0.000015489	64598	1	-Inf	1	1877	1
TRPV6	0	0	0	2152	3	0.0000619723	64598	4	-Inf	1	1877	1
TSEN2	1	0.000465116	1	2152	3	0.0001238961	64598	8	1.90845979439986	0.255435346417997	479.45214522658	1
TSEN54	1	0.000464684	1	2152	4	0.0017818947	64598	115	-1.93909020824025	0.190289050413798	357.172547626699	1
TSFM	0	0	0	2152	5	0.0002168357	64598	14	-Inf	1	1877	1
TSHB	1	0.000464684	1	2152	2	0.0003718247	64598	24	0.321627360375814	0.559313230855569	1049.8309343159	1
TSHR	0	0	0	2152	6	0.0003717559	64598	24	-Inf	1	1877	1
TSPAN1	0	0	0	2152	10	0.0002632778	64598	17	-Inf	1	1877	1
TSPEAR	0	0	0	2152	5	0.0002632376	64598	17	-Inf	1	1877	1
TSPEAR-AS1	0	0	0	2152	2	0.0000929329	64598	6	-Inf	1	1877	1
TSPYL1	0	0	0	2152	2	0.0000464694	64598	3	-Inf	1	1877	1
TTC12	0	0	0	2152	2	0.0001548701	64598	10	-Inf	1	1877	1
TTC14	0	0	0	2152	3	0.0000774819	64598	5	-Inf	1	1877	1
TTC19	1	0.000464684	1	2152	2	0.0001239368	64598	8	1.9066453467487	0.255435346417997	479.45214522658	1
TTC21B	2	0.000929368	2	2152	7	0.0004182987	64598	27	1.15171645648429	0.23989090083177	450.275220861232	1
TTC29	0	0	0	2152	1	0.0000619521	64598	4	-Inf	1	1877	1
TTC37	1	0.000464684	1	2152	3	0.000108457	64598	7	2.09912680080966	0.230628052185011	432.888853951266	1
TTC5	0	0	0	2152	1	0.0000154904	64598	1	-Inf	1	1877	1
TTC7A	0	0	0	2152	5	0.0001394081	64598	9	-Inf	1	1877	1
TTC8	0	0	0	2152	1	0.0000155024	64598	1	-Inf	1	1877	1
TTI2	0	0	0	2152	1	0.000015488	64598	1	-Inf	1	1877	1
TTLL5	0	0	0	2152	9	0.0004983591	64598	32	-Inf	0.626368259711495	1175.69322347848	1
TTN	1	0.000464684	1	2152	81	0.0017046166	64598	110	-1.87512541083014	0.272990213903666	512.402631497182	1
TTPA	1	0.000464684	1	2152	8	0.0005889602	64598	38	-0.341920173920687	1	1877	1
